,,,,,Name,Date,User,ID,Comments,
 please Ï¬0,,,,,Capitalism,¬2006-06-26T21:28:22Z,¬Ultramarine,¬152649,¬/* Capitalism following the Great Depression */ Source for both,
" which states: "" The new phase is often described as state capitalism because its outstanding feature is the enlargement in size and functions of the public realm."" Ï¬0",,,,,Capitalism,¬2006-06-26T21:37:07Z,¬172,¬6523,¬Read the Britannica entry,
,,,,,Capitalism,¬2006-06-26T21:38:32Z,¬Lulu_of_the_Lotus-Eaters,¬85553,¬restore modified useful sentence ,¬0
 article, please Ï¬0,,,,Capitalism,¬2006-06-26T21:40:43Z,¬Ultramarine,¬152649,¬/* Capitalism following the Great Depression */ Page number,
,,,,,Capitalism,¬2006-06-26T21:58:09Z,¬Lulu_of_the_Lotus-Eaters,¬85553,¬mandel cite ,¬0
,,,,,Capitalism,¬2006-06-26T21:59:43Z,¬Lulu_of_the_Lotus-Eaters,¬85553,¬spelling fix ,¬0
,,,,,Capitalism,¬2006-06-26T22:01:13Z,¬Ultramarine,¬152649,¬/* Capitalism following the Great Depression */ Now a Keynesian ,¬0
,,,,,Capitalism,¬2006-06-26T22:51:35Z,¬Ultramarine,¬152649,¬Unsourced ,¬0
,,,,,Capitalism,¬2006-06-26T22:53:10Z,¬Ultramarine,¬152649,¬,¬0
,,,,,Capitalism,¬2006-06-26T22:58:48Z,¬172,¬6523,"¬see Scott and Burnham-- not that elementary facts like ""capitalism is associated with specialized techniques of finance and production"" (duh) require citations anyway ",¬0
,,,,,Capitalism,¬2006-06-26T23:01:21Z,¬172,¬6523,¬,¬0
,,,,,Capitalism,¬2006-06-26T23:05:29Z,¬Ultramarine,¬152649,¬Sourced ,¬0
,,,,,Capitalism,¬2006-06-26T23:06:01Z,¬Ultramarine,¬152649,¬,¬0
,,,,,Capitalism,¬2006-06-26T23:10:01Z,¬Ultramarine,¬152649,¬/* Classical political economy and neoclassical economics */ Source please ,¬0
,,,,,Capitalism,¬2006-06-26T23:12:25Z,¬172,¬6523,"¬Fixing recent addition. We do not need to refer to ""one"" particular ""definition"" of capitalism when it describes features of capitalism that are common to all definition. ",¬0
,,,,,Capitalism,¬2006-06-26T23:13:10Z,¬172,¬6523,¬,¬0
,,,,,Capitalism,¬2006-06-26T23:16:51Z,¬Ultramarine,¬152649,¬Better definition ,¬0
,,,,,Capitalism,¬2006-06-26T23:21:45Z,¬172,¬6523,"¬Better integrated Ultramarine's addition with the intro. Capitalism is often called ""..."" is not a definition. ",¬0
,,,,,Capitalism,¬2006-06-26T23:24:52Z,¬Ultramarine,¬152649,¬Lets give both examples. Fair? ,¬0
 your edit is utterly baffling. Everything noted in the Britannica definition was already noted in the intro. Iâ€™ll move toward your language without compromising the quality of writing. Ï¬0,,,,,Capitalism,¬2006-06-26T23:33:09Z,¬172,¬6523,¬Ultramarine,
 there is not one defintion but many very different, and that should be clarified Ï¬0,,,,Capitalism,¬2006-06-26T23:37:26Z,¬Ultramarine,¬152649,¬Sorry,
,,,,,Capitalism,¬2006-06-26T23:40:41Z,¬Infinity0,¬411742,¬how about this ,¬0
,,,,,Capitalism,¬2006-06-26T23:41:41Z,¬Infinity0,¬411742,¬line break fix ,¬0
,,,,,Capitalism,¬2006-06-26T23:42:39Z,¬Ultramarine,¬152649,¬/* Industrial capitalism and laissez-faire */ Pov to have negative images without a modern nice one from a capitalist city ,¬0
,,,,,Capitalism,¬2006-06-26T23:42:43Z,¬Infinity0,¬411742,¬sp ,¬0
 moving up the text featuring Ultramarineâ€™s favored language (although I cannot figure for the life of me why he is obsessing with this), without compromising clarity and quality of writing Ï¬0,,,,Capitalism,¬2006-06-26T23:43:29Z,¬172,¬6523,¬Compromise,
,,,,,Capitalism,¬2006-06-26T23:45:07Z,¬172,¬6523,¬,¬0
 nothing wrong wih pointing out the many definitons early, right? Ï¬0,,,,Capitalism,¬2006-06-26T23:48:35Z,¬Ultramarine,¬152649,¬Should satisy all,
 I don't care. Ï¬0,,,,,Capitalism,¬2006-06-26T23:49:19Z,¬172,¬6523,¬Removing image. If Ultramarine is so bothered by a famous 19th century image that is so cliched that it appears in just about every textbook chapter on the Industrial Revolution,
 it is not standard to start off with anything but the name of the subject. The second setence is early enough. I'll insert a note in the 1st sentence qualifying its broadness Ï¬0,,,,,Capitalism,¬2006-06-26T23:55:29Z,¬172,¬6523,¬In the first sentence,
,,,,,Christopher_Columbus,¬2006-10-09T00:07:31Z,¬ip:66.227.163.73,¬ip:66.227.163.73,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:08:09Z,¬Hectorian,¬913227,¬rv ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:08:38Z,¬ip:71.102.218.238,¬ip:71.102.218.238,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:08:42Z,¬ip:66.227.163.73,¬ip:66.227.163.73,¬/* Background to voyages */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:09:45Z,¬ip:71.102.218.238,¬ip:71.102.218.238,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:10:36Z,¬ip:71.102.218.238,¬ip:71.102.218.238,¬rvv ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:13:18Z,¬ip:72.184.243.89,¬ip:72.184.243.89,¬/* Fourth voyage */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:14:48Z,¬ip:71.98.17.143,¬ip:71.98.17.143,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:15:50Z,¬Hectorian,¬913227,¬rv vandalisms ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T00:26:09Z,¬ip:72.179.171.232,¬ip:72.179.171.232,¬/* Voyages */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T01:15:25Z,¬ip:74.134.223.65,¬ip:74.134.223.65,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T01:26:12Z,¬ip:160.36.87.157,¬ip:160.36.87.157,¬/* Physical appearance */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T01:26:27Z,¬Omicronpersei8,¬1353037,¬Reverted edits by [[Special:Contributions/160.36.87.157|160.36.87.157]] ([[User talk:160.36.87.157|talk]]) to version 80327100 by 74.134.223.65 using [[WP:SNIPE|VS]] ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T05:46:41Z,¬Antandrus,¬57658,¬/* Early life */ Genoa is not in Portugal ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T05:47:33Z,¬Antandrus,¬57658,¬/* Early life */ copyedit ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T10:40:00Z,¬Mateycow,¬1923555,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T10:40:34Z,¬ip:195.23.133.153,¬ip:195.23.133.153,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T10:42:22Z,¬Hectorian,¬913227,¬rv vandals ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T11:57:02Z,¬ip:80.39.3.177,¬ip:80.39.3.177,¬/* Second voyage */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T11:57:24Z,¬Nibuod,¬673002,¬revert vandalism ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:11:37Z,¬ip:12.34.3.17,¬ip:12.34.3.17,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:22:06Z,¬ip:216.162.88.6,¬ip:216.162.88.6,¬/* Background to voyages */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:22:16Z,¬AntiVandalBot,¬1574574,¬BOT - rv [[Special:Contributions/216.162.88.6|216.162.88.6]] ([[User talk:216.162.88.6|talk]]) to last version by 12.34.3.17 ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:37:59Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:40:38Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:42:55Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:43:19Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:44:37Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T12:45:46Z,¬ip:24.73.218.186,¬ip:24.73.218.186,¬,¬0
_clown_will_eat_meÏ¬603177Ï¬Reverted edits by [[Special:Contributions/24.73.218.186|24.73.218.186]] ([[User talk:24.73.218.186|talk]]) to last version by AntiVandalBot Ï¬0,,,,,Christopher_Columbus,¬2006-10-09T12:45:58Z,¬Can't_sleep,,,
,,,,,Christopher_Columbus,¬2006-10-09T14:04:31Z,¬ip:69.231.200.178,¬ip:69.231.200.178,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:25:30Z,¬ip:209.191.208.133,¬ip:209.191.208.133,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:25:42Z,¬AntiVandalBot,¬1574574,¬BOT - rv [[Special:Contributions/209.191.208.133|209.191.208.133]] ([[User talk:209.191.208.133|talk]]) to last version by 69.231.200.178 ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:25:56Z,¬ip:209.191.208.133,¬ip:209.191.208.133,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:28:29Z,¬ip:71.246.98.55,¬ip:71.246.98.55,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:30:47Z,¬Fan-1967,¬935627,¬rvv ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:36:10Z,¬ip:87.38.190.58,¬ip:87.38.190.58,¬/* First voyage */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:42:41Z,¬ip:71.246.98.55,¬ip:71.246.98.55,¬fuckography ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:42:53Z,¬AntiVandalBot,¬1574574,¬BOT - rv [[Special:Contributions/71.246.98.55|71.246.98.55]] ([[User talk:71.246.98.55|talk]]) to last version by 87.38.190.58 ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:46:24Z,¬ip:71.246.98.55,¬ip:71.246.98.55,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:48:02Z,¬Marchand36,¬2231371,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:50:11Z,¬Antandrus,¬57658,¬rv to last apparent good version ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:54:29Z,¬ip:71.246.98.55,¬ip:71.246.98.55,¬/* Later life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:56:43Z,¬ip:128.122.182.131,¬ip:128.122.182.131,¬/* Spanish theory */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:57:03Z,¬Fan-1967,¬935627,¬rvv ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T14:59:15Z,¬SkerHawx,¬414651,¬correct typo ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:16:21Z,¬ip:207.188.202.114,¬ip:207.188.202.114,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:23:18Z,¬Bdamokos,¬107567,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:36:42Z,¬ip:165.95.18.189,¬ip:165.95.18.189,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:39:22Z,¬Jormungand,¬10616,¬/* Early life */ Vandalism fix ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:40:56Z,¬ip:70.23.221.176,¬ip:70.23.221.176,¬/* National origin */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:41:31Z,¬Antandrus,¬57658,¬Reverted edits by [[Special:Contributions/70.23.221.176|70.23.221.176]] ([[User talk:70.23.221.176|talk]]) to last version by Jormungand ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:48:27Z,¬Adriao,¬2436923,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:50:22Z,¬Adriao,¬2436923,¬/* Portuguese theory */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T15:57:51Z,¬ip:65.10.180.5,¬ip:65.10.180.5,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:00:11Z,¬ip:216.227.242.241,¬ip:216.227.242.241,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:01:54Z,¬ip:216.227.242.241,¬ip:216.227.242.241,¬/* Physical appearance */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:02:32Z,¬Jpgordon,¬96897,¬Revert to revision 80430870 dated 2006-10-09 15:50:22 by Adriao using [[:en:Wikipedia:Tools/Navigation_popups|popups]] ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:11:06Z,¬ip:195.92.168.163,¬ip:195.92.168.163,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:11:49Z,¬Kuzaar,¬739272,¬rv blanking ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:11:58Z,¬ip:195.92.168.163,¬ip:195.92.168.163,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:13:09Z,¬Kuzaar,¬739272,¬rv ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:18:00Z,¬ip:71.19.29.157,¬ip:71.19.29.157,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:18:58Z,¬ip:71.19.29.157,¬ip:71.19.29.157,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:20:29Z,¬SparhawkWiki,¬1548442,¬Revert vandalism ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:47:16Z,¬ip:66.1.205.51,¬ip:66.1.205.51,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T16:48:04Z,¬Jpgordon,¬96897,¬Reverted edits by [[Special:Contributions/66.1.205.51|66.1.205.51]] ([[User talk:66.1.205.51|talk]]) to last version by SparhawkWiki ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:06:38Z,¬ip:165.234.199.89,¬ip:165.234.199.89,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:06:43Z,¬Pjrich,¬92448,¬/* Early life */ link tweaks ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:07:14Z,¬Pjrich,¬92448,¬/* Early life */ typo ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:08:14Z,¬Pjrich,¬92448,¬/* Early life */ typos ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:14:58Z,¬Pjrich,¬92448,¬/* Navigational theories */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:33:37Z,¬Pjrich,¬92448,¬rv to Jpgordon's version - folded in edits ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T17:56:55Z,¬ip:207.200.116.138,¬ip:207.200.116.138,¬/* Mixed legacy */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:19:38Z,¬Adriao,¬2436923,¬/* Bibliography */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:20:32Z,¬Adriao,¬2436923,¬/* Bibliography */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:24:55Z,¬Adriao,¬2436923,¬/* Bibliography */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:26:37Z,¬Adriao,¬2436923,¬/* Bibliography */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:29:41Z,¬Adriao,¬2436923,¬/* Portuguese theory */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:46:42Z,¬ip:68.10.246.114,¬ip:68.10.246.114,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T18:47:35Z,¬Skenmy,¬372961,¬Reverted 1 edits by [[Special:Contributions/68.10.246.114|68.10.246.114]] ([[User talk:68.10.246.114|talk]]) to last revision (80455840) by Adriao using [[WP:VP2|VP2]] ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:00:31Z,¬ip:68.72.220.164,¬ip:68.72.220.164,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:13:27Z,¬ip:64.148.25.249,¬ip:64.148.25.249,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:14:46Z,¬ip:64.148.25.249,¬ip:64.148.25.249,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:16:19Z,¬ip:68.72.220.164,¬ip:68.72.220.164,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:16:28Z,¬AntiVandalBot,¬1574574,¬BOT - rv [[Special:Contributions/68.72.220.164|68.72.220.164]] ([[User talk:68.72.220.164|talk]]) to last version by 64.148.25.249 ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:39:41Z,¬ip:216.239.124.38,¬ip:216.239.124.38,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:42:02Z,¬ip:151.203.153.54,¬ip:151.203.153.54,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:42:54Z,¬ip:71.231.7.174,¬ip:71.231.7.174,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:44:04Z,¬Mr_Stephen,¬863017,¬Reverted edits by [[Special:Contributions/151.203.153.54|151.203.153.54]] ([[User_talk:151.203.153.54|talk]]) to version 80467809 by 216.239.124.38 using [[WP:VPRF|VP]] ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T19:57:49Z,¬ip:70.23.41.224,¬ip:70.23.41.224,¬/* Background to voyages */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T20:00:12Z,¬ip:69.118.222.20,¬ip:69.118.222.20,¬/* Fourth voyage */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T20:01:11Z,¬ip:69.118.222.20,¬ip:69.118.222.20,¬/* Fourth voyage */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T20:36:37Z,¬ip:129.170.99.108,¬ip:129.170.99.108,¬/* Mixed legacy */ del POV sentence ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T20:39:53Z,¬Suvobroto,¬1379336,¬/* Navigational theories */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:00:17Z,¬ip:69.236.134.2,¬ip:69.236.134.2,¬/* Language */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:02:18Z,¬Hectorian,¬913227,¬rv-its a theory among others ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:03:29Z,¬ip:68.8.111.37,¬ip:68.8.111.37,¬/* Language */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:08:32Z,¬ip:74.70.74.198,¬ip:74.70.74.198,¬/* Navigational theories */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:09:22Z,¬Hectorian,¬913227,¬rv again ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:21:30Z,¬STBot,¬2206974,¬clean up - user assisted 250 edit run using [[WP:AWB|AWB]] ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:22:16Z,¬ip:152.23.194.133,¬ip:152.23.194.133,¬/* Spanish theory */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:48:52Z,¬ip:65.73.6.129,¬ip:65.73.6.129,¬/* References */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:49:57Z,¬ip:65.6.174.109,¬ip:65.6.174.109,¬,¬0
,,,,,Christopher_Columbus,¬2006-10-09T22:49:59Z,¬Nilfanion,¬1196752,¬Reverted edits by [[Special:Contributions/65.73.6.129|65.73.6.129]] ([[User_talk:65.73.6.129|talk]]) to version 80499229 by 152.23.194.133 using [[WP:VPRF|VP]] ,¬0
 ill-integrated, and nowhere-near-neutral final section. Ï¬0,,,,Christopher_Columbus,¬2006-10-09T23:09:44Z,¬Apollotiger,¬790580,¬Removed a badly-punctuated,
,,,,,Christopher_Columbus,¬2006-10-09T23:19:38Z,¬ip:68.1.166.165,¬ip:68.1.166.165,¬/* Campaign for funding */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T23:54:10Z,¬ip:66.74.65.32,¬ip:66.74.65.32,¬/* Early life */ ,¬0
,,,,,Christopher_Columbus,¬2006-10-09T23:56:24Z,¬FatClemenza,¬2423352,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T00:44:08Z,¬Killdevil,¬331667,"¬""prevalent"" -> ""prevalent in science fiction"" (adds a little context) ",¬0
,,,,,Cyberpunk,¬2005-11-29T00:48:33Z,¬ip:154.20.117.244,¬ip:154.20.117.244,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:42:57Z,¬ip:68.35.10.11,¬ip:68.35.10.11,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:48:38Z,¬ip:24.93.151.54,¬ip:24.93.151.54,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:54:57Z,¬ip:128.32.226.211,¬ip:128.32.226.211,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:55:54Z,¬ip:128.32.226.211,¬ip:128.32.226.211,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:58:00Z,¬Xaliqen,¬172578,¬/* See also */ added [[Cybernoir]] ,¬0
,,,,,Cyberpunk,¬2005-11-29T01:58:16Z,¬ip:149.150.236.253,¬ip:149.150.236.253,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T01:58:39Z,¬Woohookitty,¬159678,¬Reverted edits by [[Special:Contributions/149.150.236.253|149.150.236.253]] ([[User talk:149.150.236.253|talk]]) to last version by Xaliqen ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:12:40Z,¬ip:68.60.13.9,¬ip:68.60.13.9,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T02:13:54Z,¬ip:216.68.223.35,¬ip:216.68.223.35,¬reversed simple vandalism ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:14:52Z,¬SVTCobra,¬253267,¬/* Film and television */ fix link ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:29:17Z,¬ip:70.23.247.69,¬ip:70.23.247.69,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T02:29:37Z,¬OwenX,¬159620,¬Reverted edits by [[Special:Contributions/70.23.247.69|70.23.247.69]] ([[User talk:70.23.247.69|talk]]) to last version by SVTCobra ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:30:53Z,¬ip:70.23.247.69,¬ip:70.23.247.69,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T02:31:26Z,¬OwenX,¬159620,¬Reverted edits by [[Special:Contributions/70.23.247.69|70.23.247.69]] ([[User talk:70.23.247.69|talk]]) to last version by OwenX ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:51:44Z,¬Roy_da_Vinci,¬108266,¬wikify ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:56:03Z,¬ip:128.172.154.149,¬ip:128.172.154.149,¬/* Style */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T02:58:49Z,¬Piotrus,¬59002,¬Reverted edits by [[Special:Contributions/128.172.154.149|128.172.154.149]] ([[User talk:128.172.154.149|talk]]) to last version by Roy da Vinci ,¬0
,,,,,Cyberpunk,¬2005-11-29T03:24:52Z,¬ip:208.59.123.220,¬ip:208.59.123.220,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T03:25:12Z,¬ip:208.59.123.220,¬ip:208.59.123.220,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T03:40:39Z,¬Kurieeto,¬130639,¬Wikilink Earth ,¬0
,,,,,Cyberpunk,¬2005-11-29T03:53:25Z,¬ip:64.222.239.202,¬ip:64.222.239.202,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T03:53:36Z,¬OwenX,¬159620,¬Reverted edits by [[Special:Contributions/64.222.239.202|64.222.239.202]] ([[User talk:64.222.239.202|talk]]) to last version by Kurieeto ,¬0
,,,,,Cyberpunk,¬2005-11-29T03:54:35Z,¬ip:64.222.239.202,¬ip:64.222.239.202,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T03:54:58Z,¬OwenX,¬159620,¬Reverted edits by [[Special:Contributions/64.222.239.202|64.222.239.202]] ([[User talk:64.222.239.202|talk]]) to last version by OwenX ,¬0
,,,,,Cyberpunk,¬2005-11-29T04:25:19Z,¬ip:207.47.105.234,¬ip:207.47.105.234,¬/* Literature */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T04:27:48Z,¬ip:207.47.105.234,¬ip:207.47.105.234,¬/* Literature */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T05:48:57Z,¬ip:65.93.85.238,¬ip:65.93.85.238,¬/* Literature */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T05:52:03Z,¬ip:65.93.85.238,¬ip:65.93.85.238,¬/* Literature */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T06:45:44Z,¬ip:24.7.41.90,¬ip:24.7.41.90,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T06:49:08Z,¬ip:165.82.108.19,¬ip:165.82.108.19,¬/* Style */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T07:14:46Z,¬Mike_Selinker,¬373827,¬added Netrunner reference to Webrunner online game ,¬0
,,,,,Cyberpunk,¬2005-11-29T07:39:50Z,¬CKA3KA,¬538034,"¬/* Literature */ Changed ""many thematics elements"" to ""many thematic elements."" ",¬0
,,,,,Cyberpunk,¬2005-11-29T07:42:00Z,¬CKA3KA,¬538034,"¬/* Literature */ Made ""tropes"" a link. ",¬0
,,,,,Cyberpunk,¬2005-11-29T07:42:28Z,¬CKA3KA,¬538034,¬/* Literature */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T07:51:12Z,¬CKA3KA,¬538034,"¬/* Film and television */ Changed ""to echo ''[[Brazil (film)|Brazil]]'' (1985)'s technological style"" to ""to echo the technological style of ''[[Brazil (film)|Brazil]]'' (1985)."" ",¬0
,,,,,Cyberpunk,¬2005-11-29T09:47:47Z,¬ip:212.219.92.98,¬ip:212.219.92.98,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T09:48:36Z,¬Wiki_alf,¬303874,¬Reverted edits by [[Special:Contributions/212.219.92.98|212.219.92.98]] to last version by CKA3KA ,¬0
,,,,,Cyberpunk,¬2005-11-29T10:06:38Z,¬Novacatz,¬156817,¬removed commentary on (lack of?) success of Matrix which belongs elsewhere ,¬0
,,,,,Cyberpunk,¬2005-11-29T10:33:26Z,¬ip:202.156.6.54,¬ip:202.156.6.54,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T10:36:38Z,¬Geni,¬55582,¬Reverted edits by [[Special:Contributions/202.156.6.54|202.156.6.54]] ([[User talk:202.156.6.54|talk]]) to last version by Novacatz ,¬0
,,,,,Cyberpunk,¬2005-11-29T13:27:50Z,¬ip:208.63.60.99,¬ip:208.63.60.99,¬/* Style */ ,¬0
,,,,,Cyberpunk,¬2005-11-29T13:30:08Z,¬ip:208.63.60.99,¬ip:208.63.60.99,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T13:35:01Z,¬Mysid,¬338839,¬rv ,¬0
,,,,,Cyberpunk,¬2005-11-29T13:44:08Z,¬ip:192.91.75.29,¬ip:192.91.75.29,¬/* Style */ minor edit ,¬0
,,,,,Cyberpunk,¬2005-11-29T13:49:40Z,¬ip:208.63.60.99,¬ip:208.63.60.99,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T13:49:59Z,¬ip:208.63.60.99,¬ip:208.63.60.99,¬,¬0
,,,,,Cyberpunk,¬2005-11-29T13:54:16Z,¬Edgar181,¬491706,¬rv ,¬0
,,,,,Cyberpunk,¬2005-11-29T14:08:15Z,¬ip:24.126.89.15,¬ip:24.126.89.15,¬,¬0
