Name,Date,Count,,
Canada_Day,3/27/2006,10,,
Canadian_English,12/7/2005,11,,
Canadian_football,3/3/2006,13,,
Canadian_Pacific_Railway,1/21/2005,13,,
Canadian_Shield,10/25/2006,13,,
Canary_Islands,8/30/2006,10,,
Canberra,1/7/2004,10,,
Candide,5/1/2007,10,,
Candidiasis,10/14/2006,13,,
Canidae,2/15/2007,21,,
Cannabis,1/29/2005,11,,
Cannibalism,5/20/2004,10,,
Cannon,5/8/2006,10,,
Canon,12/1/2003,15,,
Canonization,12/28/2007,17,,
Canon_law,7/2/2006,15,,
Cantonese,10/14/2003,10,,
Cantonese_cuisine,9/28/2005,24,,
Cantor_set,3/4/2007,14,,
Capability_Maturity_Model,11/12/2005,27,,
Capcom,3/27/2005,14,,
Cape_Breton_Island,3/7/2005,17,,
Cape_Town,5/14/2006,10,,
Cape_Verde,5/1/2005,25,,
Capital_punishment,4/7/2004,13,,
Capoeira,10/21/2004,19,,
Capricornus,9/19/2007,12,,
Captain_America,11/17/2005,11,,
Capybara,5/18/2007,23,,
Caravaggio,9/21/2005,31,,
Carbine,9/28/2005,11,,
Carbohydrate,11/15/2005,14,,
Carbon,3/5/2006,14,,
Carbonate,8/22/2005,13,,
Carboniferous,11/20/2007,11,,
Carbon_dioxide,11/24/2004,10,,
Carbon_dioxide_sink,10/27/2005,10,,
Carbon_monoxide,3/21/2003,11,,
Carbon_nanotube,12/1/2005,10,,
Carboxylic_acid,1/10/2006,10,,
Cardiac_arrhythmia,5/29/2006,11,,
Cardiff,11/4/2004,12,,
Cardinality,5/2/2007,10,,
Cardinal_(Catholicism),9/12/2006,10,,
Cardinal_number,6/19/2003,10,,
Caribbean,1/11/2003,17,,
Caribbean_Sea,4/25/2006,14,,
Carly_Simon,5/7/2003,12,,
Carl_Barks,3/19/2003,12,,
Carl_Friedrich_Gauss,6/23/2005,13,,
Carl_Linnaeus,3/22/2006,10,,
Carl_Menger,11/14/2006,12,,
Carl_Rogers,8/23/2006,16,,
Carl_Sagan,8/5/2003,31,,
Carl_von_Clausewitz,1/2/2006,25,,
Carmen_Electra,9/9/2005,11,,
Carmichael_number,9/24/2002,11,,
Carnivora,10/25/2005,13,,
Carnivore,5/18/2005,15,,
Carolina_Panthers,12/17/2006,12,,
Carotene,12/31/2007,13,,
Carousel_(musical),11/15/2006,12,,
Carrier_battle_group,1/21/2007,27,,
Cartesian_coordinate_system,8/20/2005,14,,
Cartesian_product,9/26/2003,10,,
Carthage,4/15/2005,16,,
Carthusian,3/24/2003,11,,
Cartography,12/11/2005,41,,
Cartoon,11/9/2005,14,,
Car_(disambiguation),9/28/2006,10,,
Car_Talk,12/1/2007,10,,
Casablanca,12/15/2005,41,,
Casa_Batll,11/16/2006,10,,
Casey_at_the_Bat,6/19/2007,23,,
Casimir_effect,12/27/2005,28,,
Casino,11/3/2005,10,,
Casino_game,8/11/2007,10,,
Caspar_David_Friedrich,2/9/2006,53,,
Caspian_Sea,3/7/2007,10,,
Cassandra,2/9/2006,14,,
Caste,12/17/2004,17,,
Castrato,2/2/2005,11,,
Casuistry,11/22/2007,23,,
Catalan_language,9/17/2004,10,,
Catalonia,8/19/2003,13,,
Catalysis,12/14/2007,11,,
Catalyst,9/14/2005,50,,
Catapult,5/15/2006,13,,
Catatonia,1/30/2006,14,,
Category_of_being,1/18/2006,20,,
Category_theory,3/26/2005,11,,
Catharism,12/26/2005,15,,
Cathedral_diagram,8/18/2002,10,,
Catherine_of_Aragon,10/21/2006,12,,
Cathode,3/29/2006,23,,
Cathode_ray_tube,7/19/2003,12,,
Catholic,1/11/2006,29,,
Cattle,9/21/2002,11,,
Catullus,5/8/2006,11,,
Cauchy-Riemann_equations,10/21/2005,16,,
Cauchy_sequence,5/7/2006,12,,
Cavalry,2/23/2006,16,,
Cave,7/4/2005,26,,
Caving,12/19/2005,19,,
Cavitation,11/30/2003,11,,
Cayman_Islands,2/28/2006,11,,
CD-R,3/6/2004,15,,
CD-ROM,8/22/2006,11,,
Ceawlin_of_Wessex,6/13/2007,15,,
Celebrity,12/21/2004,13,,
Celery,2/6/2007,10,,
Celibacy,10/9/2006,11,,
Cell,12/5/2006,10,,
Cello,8/2/2005,27,,
Cellulose,4/3/2007,17,,
Cell_(biology),2/23/2004,16,,
Cell_biology,6/24/2006,10,,
Cell_cycle,12/14/2006,10,,
Cell_membrane,12/13/2002,16,,
Cell_nucleus,3/30/2006,10,,
Cell_wall,10/24/2005,10,,
Celt,1/6/2004,13,,
Celtic_languages,5/24/2007,11,,
Celtic_music,10/3/2005,10,,
Celtic_mythology,5/2/2004,17,,
Cement,5/15/2006,11,,
Cenozoic,2/15/2006,10,,
Censorship,3/23/2005,19,,
Census,2/27/2007,18,,
Centaur,4/23/2006,13,,
Centers_for_Disease_Control_and_Prevention,11/16/2007,10,,
Central_African_Republic,10/19/2005,10,,
Central_America,11/30/2005,10,,
Central_Asia,5/5/2004,14,,
Central_bank,5/8/2006,13,,
Central_Europe,5/21/2004,11,,
Central_nervous_system,10/20/2006,10,,
Central_Powers,12/13/2005,10,,
Central_processing_unit,7/5/2002,11,,
Centrifugal_force,12/21/2001,10,,
Centriole,11/6/2005,10,,
Ceramic,7/28/2006,19,,
Cerberus,5/7/2005,10,,
Cereal,5/9/2006,10,,
Cerebral_arteriovenous_malformation,9/26/2005,12,,
Cervix,6/15/2006,10,,
Cesare_Borgia,3/28/2006,22,,
CF-105_Arrow,8/16/2002,12,,
Ch,9/8/2002,10,,
CH-46_Sea_Knight,11/27/2007,12,,
Chad,5/6/2005,11,,
Chagas_disease,3/28/2005,13,,
Chain_rule,6/21/2003,20,,
Chakra,12/11/2006,11,,
Chaldea,12/20/2005,25,,
Chandrasekhar_limit,10/22/2005,11,,
Channel_4,1/18/2006,10,,
Channel_Islands,2/8/2007,11,,
Channel_Tunnel,12/1/2005,24,,
Chaos,11/6/2006,63,,
Chaos_theory,1/10/2006,20,,
Characteristic,9/15/2007,10,,
Characterization,2/1/2007,14,,
Characters_in_Atlas_Shrugged,9/9/2006,15,,
Charge-coupled_device,11/1/2007,12,,
Chariots_of_Fire,3/14/2007,14,,
Charlemagne,12/16/2003,19,,
Charles_Babbage,4/28/2005,12,,
Charles_Baxter_(author),10/22/2005,15,,
Charles_Dickens,5/24/2003,11,,
Charles_F._Hockett,11/13/2007,55,,
Charles_I_of_England,4/12/2003,11,,
Charles_Lyell,9/15/2007,10,,
Charles_Martel,3/2/2006,14,,
Charles_McCarry,2/12/2007,11,,
Charles_Mingus,5/7/2004,19,,
Charles_Peirce,10/4/2005,12,,
Charles_Proteus_Steinmetz,1/23/2005,15,,
Charles_Tupper,3/12/2004,15,,
Charlie_Chaplin,3/4/2005,11,,
Charlize_Theron,11/29/2005,20,,
Charlotte_Bront,1/22/2007,19,,
Charlton_Athletic_F.C.,7/22/2006,12,,
Chastity,12/18/2001,11,,
Chauvinism,5/11/2007,11,,
Chechnya,10/27/2002,13,,
Cheddar,1/16/2007,13,,
Cheddar_cheese,5/17/2007,22,,
Cheerleading,11/15/2005,27,,
Cheers,12/9/2005,11,,
Cheka,12/20/2006,12,,
Chelsea_F.C.,10/29/2004,23,,
Chemical_bond,12/7/2005,11,,
Chemical_element,6/2/2005,10,,
Chemical_engineering,9/5/2006,10,,
Chemical_formula,11/22/2007,10,,
Chemical_reaction,3/16/2004,13,,
Chemical_thermodynamics,9/12/2006,10,,
Chemist,1/20/2006,13,,
Chemistry,5/15/2004,14,,
Chemotaxis,8/22/2006,10,,
Chemotherapy,12/13/2004,11,,
Chernobyl,4/27/2006,11,,
Cheshire,9/24/2006,27,,
Chess,3/8/2002,12,,
Chester_A._Arthur,1/25/2006,13,,
Chiang_Kai-shek,8/23/2003,11,,
Chiba_Prefecture,3/22/2003,17,,
Chicago,12/31/2003,18,,
Chicago_Bears,11/3/2005,12,,
Chicago_Cubs,2/11/2005,14,,
Chicano,12/13/2005,10,,
Chickenpox,11/28/2005,16,,
Chick_Publications,12/3/2004,14,,
Children_of_God,8/18/2004,10,,
Child_sexual_abuse,8/29/2004,10,,
Chile,12/14/2004,11,,
Chimera,10/12/2005,10,,
Chinatown,6/6/2004,11,,
Chinese,8/26/2005,17,,
Chinese_calendar,12/22/2002,11,,
Chinese_classic_texts,5/19/2006,23,,
Chinese_cuisine,2/23/2006,10,,
Chinese_language,4/3/2005,18,,
Chinese_numerals,1/21/2002,10,,
Chinese_philosophy,8/31/2006,10,,
Chinese_room,12/27/2004,10,,
Chinese_sovereign,6/19/2002,15,,
Chipmunk,11/2/2003,11,,
Chiropractic,3/16/2003,25,,
Chiuchow_cuisine,8/12/2007,11,,
Chlamydia_infection,7/19/2006,11,,
Chloramphenicol,5/20/2006,18,,
Chlorine,1/10/2006,14,,
Chlorophyll,3/18/2006,14,,
Chloroplast,6/4/2005,10,,
Chocolate,3/24/2005,11,,
Choctaw,2/19/2005,16,,
Cholera,10/31/2005,10,,
Cholesterol,6/22/2006,13,,
Chomsky_and_anti-semitism,5/29/2002,10,,
Chondrichthyes,4/18/2007,21,,
Chopsticks,5/8/2007,32,,
Chord,12/27/2007,11,,
Chordate,10/24/2006,11,,
Chorded_keyboard,9/22/2006,16,,
Christ,10/18/2004,13,,
Christadelphians,10/15/2004,11,,
Christianity,11/22/2002,10,,
Christianity_and_antisemitism,12/29/2001,10,,
Christianity_and_Judaism,11/22/2004,36,,
Christian_cross,6/11/2004,17,,
Christian_eschatology,11/18/2002,11,,
Christian_Mythology,12/14/2001,21,,
Christian_views_of_marriage,9/4/2003,10,,
Christmas_Island,8/9/2006,13,,
Christmas_tree,12/5/2005,10,,
Christology,3/15/2007,18,,
Christopher_Alexander,5/20/2006,10,,
Christopher_Marlowe,5/14/2006,10,,
Chris_Marker,10/13/2006,11,,
Chris_Morris_(satirist),11/18/2005,24,,
Chromatin,10/23/2007,10,,
Chromatography,10/10/2005,10,,
Chromium,11/2/2005,14,,
Chromosome,10/2/2004,16,,
Chronic_fatigue_syndrome,6/15/2003,12,,
Chronometer,1/10/2005,10,,
Chrono_Cross,6/2/2006,10,,
Chrono_Trigger,7/26/2005,10,,
Chrysler,5/14/2007,28,,
Chrysler_Building,10/8/2007,10,,
Chuck_Jones,2/4/2005,20,,
Chuck_Yeager,3/22/2003,11,,
Chupacabra,12/14/2005,10,,
Church,9/7/2007,11,,
Church_(building),10/1/2005,11,,
Church_of_Christ,10/25/2004,_Scientist,22,
Church_of_England,1/30/2006,10,,
Church_of_the_Holy_Sepulchre,7/14/2003,11,,
Church_of_the_SubGenius,8/18/2002,13,,
Cicero,9/11/2006,15,,
Ciconiiformes,5/31/2003,13,,
Cider,11/12/2003,16,,
Cigarette,4/8/2003,10,,
Cimbri,9/12/2005,10,,
Cincinnati,1/26/2005,_Ohio,25,
Cincinnati_Bengals,10/21/2005,10,,
Cincinnati_Reds,4/14/2006,11,,
Cinco_de_Mayo,5/3/2005,11,,
Cinema,4/15/2006,15,,
Cinema_of_China,7/18/2007,10,,
Cinema_of_Japan,2/8/2004,27,,
Cinema_of_the_United_Kingdom,1/10/2005,11,,
Circe,12/19/2004,11,,
Circle,5/15/2006,14,,
Circumference,12/17/2007,10,,
Citizenship,9/29/2005,10,,
Citizen_Kane,5/1/2005,11,,
Citric_acid_cycle,9/21/2006,17,,
Citro,9/15/2002,12,,
City,9/12/2003,14,,
City_of_London,11/24/2006,11,,
City_University_of_New_York,7/5/2005,13,,
Civilian_Conservation_Corps,3/12/2006,18,,
Civilization,4/6/2006,11,,
Civilization_(computer_game),4/1/2007,11,,
Civil_engineering,11/13/2005,13,,
Civil_war,5/13/2005,11,,
CJK_characters,12/23/2002,12,,
Cladistics,11/9/2007,10,,
Clairvoyance,11/4/2007,15,,
Clarence_Johnson,8/15/2007,17,,
Clarence_Thomas,9/29/2005,10,,
Clarinet,2/19/2004,10,,
Clarke's_three_laws,11/11/2006,10,,
Clark_Kent,6/26/2005,29,,
Class,12/29/2001,11,,
Classical_element,8/10/2005,11,,
Classical_guitar,6/24/2006,12,,
Classical_Kuiper_belt_object,8/23/2006,13,,
Classical_liberalism,4/4/2005,14,,
Classical_mechanics,3/12/2005,17,,
Classical_period_(music),7/7/2004,13,,
Classics,11/6/2006,13,,
Class_(computer_science),11/28/2003,17,,
Class_action,7/16/2006,11,,
Claudette_Colvin,11/15/2002,10,,
Claude_Auchinleck,9/28/2007,16,,
Claude_Debussy,8/6/2005,14,,
Claude_Monet,4/13/2006,14,,
Claude_Shannon,3/17/2006,34,,
Claudio_Monteverdi,2/23/2007,13,,
Clement_Attlee,1/5/2006,26,,
Clement_of_Alexandria,7/2/2007,10,,
Cleopatra_Thea,12/31/2002,11,,
Cleveland,3/13/2005,_Ohio,24,
Cleveland_Browns,12/27/2005,12,,
Cleveland_Indians,10/3/2005,11,,
Client-server,5/14/2007,25,,
Climate,2/9/2004,67,,
Climate_model,6/6/2003,10,,
Climbing,7/3/2004,10,,
Clinical_depression,12/31/2001,14,,
Clipperton_Island,12/22/2003,24,,
Clitic,11/2/2006,12,,
Clitoris,5/9/2003,14,,
Clive_Anderson,7/24/2007,27,,
Clock,6/1/2005,10,,
Cloning,8/4/2005,11,,
Clown,8/3/2002,11,,
Clutch,10/19/2007,12,,
Clyde_Tombaugh,8/24/2006,15,,
Cnidaria,1/13/2007,10,,
CN_Tower,1/23/2006,17,,
Coal,9/7/2005,12,,
Coast,1/29/2007,12,,
Cobalt,7/19/2006,10,,
COBOL,8/25/2005,15,,
Coca-Cola,9/22/2003,16,,
Cocaine,2/21/2003,10,,
Cocktail,5/17/2007,10,,
Cocos_(Keeling)_Islands,10/21/2006,13,,
Codex,10/12/2007,12,,
Code_division_multiple_access,3/23/2006,10,,
Code_of_Hammurabi,9/19/2006,10,,
Coercion,12/21/2004,14,,
Coffea,3/23/2005,12,,
Cofinality,7/6/2006,10,,
Cogito_ergo_sum,6/7/2005,11,,
Cognitive_behavioral_therapy,6/25/2006,10,,
Cognitive_psychology,1/17/2006,30,,
Cognitive_science,8/5/2002,11,,
Coil,5/31/2005,11,,
Coin,10/20/2006,10,,
COINTELPRO,4/18/2005,19,,
Coin_collecting,7/31/2007,11,,
Cold_Chisel,7/31/2007,20,,
Cold_fusion,4/6/2004,12,,
Cold_War_(1947-1953),7/17/2003,14,,
Coleco,12/28/2007,15,,
ColecoVision,7/25/2007,16,,
Colin_Powell,11/15/2004,24,,
Collagen,10/27/2006,12,,
Collation,5/29/2006,13,,
Collective_noun,8/11/2006,10,,
Collective_nouns,11/17/2001,15,,
Collectivism,10/2/2004,20,,
College,4/12/2004,11,,
College_football,1/4/2005,12,,
Colloid,12/14/2005,18,,
Cologne,11/1/2005,13,,
Colombia,2/1/2003,10,,
Colonialism,4/8/2003,12,,
Colony,4/28/2004,11,,
Color,8/8/2004,10,,
Colorado,7/13/2005,16,,
Colorado_Rockies,8/15/2006,10,,
Colorado_Springs,7/15/2004,_Colorado,10,
Color_blindness,11/11/2004,10,,
Colossus_computer,6/1/2004,11,,
Columbia,7/15/2005,_Missouri,18,
Columbia_River,12/8/2006,10,,
Columbia_University,3/29/2004,10,,
Columbus,9/29/2005,_Indiana,11,
Columbus,10/8/2005,_Ohio,11,
Combat_engineering_vehicle,5/29/2006,14,,
Combination,9/13/2007,10,,
Combinator,11/15/2002,13,,
Combinatorics,10/21/2007,12,,
Combustion,7/10/2006,10,,
Comedy,3/21/2007,14,,
Comedy_film,5/23/2004,13,,
Comet,5/18/2004,27,,
Comet_Hale-Bopp,2/24/2005,12,,
Comic_book,7/12/2005,12,,
Comic_strip,9/4/2006,15,,
Command_line_interface,9/27/2006,12,,
Comment_(computing),11/16/2006,12,,
Commodore_1541,1/24/2007,10,,
Commodore_64,7/1/2004,10,,
Commodore_International,11/12/2003,12,,
Commonwealth,8/19/2005,10,,
Commonwealth_of_England,10/19/2005,11,,
Common_Agricultural_Policy,11/17/2002,10,,
Common_Buzzard,2/22/2007,11,,
Common_Chimpanzee,9/2/2005,24,,
Common_descent,2/8/2007,12,,
Common_Era,11/30/2004,16,,
Common_Language_Infrastructure,11/26/2001,11,,
Common_law,12/12/2005,10,,
Common_Lisp,2/23/2007,12,,
Common_sense,3/20/2007,15,,
Communication,2/25/2004,14,,
Communications_in_Angola,10/5/2004,23,,
Communications_satellite,3/21/2002,16,,
Communist_Party_of_China,11/12/2002,10,,
Communist_Party_of_the_Soviet_Union,4/5/2004,49,,
Community,7/10/2006,12,,
Community_card_poker,5/24/2006,14,,
Community_college,2/2/2005,10,,
Commutator_subgroup,1/5/2008,10,,
Comoros,8/1/2003,12,,
Compact_Disc,12/22/2005,12,,
Compact_space,3/4/2007,19,,
Comparative_law,9/16/2006,26,,
Comparative_method,1/7/2002,17,,
Compiler,5/24/2005,10,,
Complex_(chemistry),12/4/2005,11,,
Complex_number,8/17/2005,13,,
Compost,3/28/2006,12,,
Compound,10/2/2006,11,,
Compression_ratio,3/23/2006,11,,
Computation,6/3/2006,13,,
Computational_chemistry,7/7/2005,12,,
Computer-generated_music,9/3/2006,10,,
Computer_animation,12/30/2005,10,,
Computer_architecture,5/31/2006,20,,
Computer_cluster,7/29/2006,10,,
Computer_data_storage,5/4/2004,16,,
Computer_display,6/13/2007,35,,
Computer_file,10/24/2006,14,,
Computer_graphics,11/20/2006,12,,
Computer_hardware,3/9/2006,11,,
Computer_multitasking,10/12/2006,11,,
Computer_networking,12/7/2004,16,,
Computer_printer,12/13/2005,26,,
Computer_program,5/5/2004,10,,
Computer_programming,2/19/2004,10,,
Computer_science,10/19/2003,10,,
Computer_security,2/20/2002,12,,
Computer_software,11/7/2004,11,,
Computer_system,5/22/2007,12,,
Computer_virus,8/27/2005,24,,
Computer_vision,2/11/2006,13,,
Computer_worm,6/14/2006,20,,
Computing,1/9/2007,11,,
Conan_the_Barbarian,7/18/2005,34,,
Concentration,9/17/2006,17,,
Concept,11/22/2005,10,,
Concept_album,7/10/2007,21,,
Concord,8/5/2006,_New_Hampshire,10,
Concorde,10/24/2003,25,,
Concrete,11/30/2005,13,,
Cone,6/5/2004,10,,
Confederate_States_of_America,1/15/2005,14,,
Confucianism,4/14/2005,16,,
Confucius,5/23/2005,12,,
Congo,3/22/2006,11,,
Conic_section,10/23/2002,11,,
Conjecture,4/14/2004,13,,
Connecticut,3/24/2005,16,,
Connective,9/8/2002,14,,
Conrad_II,1/15/2002,11,,
Consciousness,6/16/2004,19,,
Conscription,7/26/2004,19,,
Consequentialism,2/11/2006,11,,
Conservatism,2/15/2004,17,,
Conservative_Judaism,10/31/2002,10,,
Consonant,12/30/2007,10,,
Conspiracy,9/21/2004,11,,
Conspiracy_theory,3/6/2003,14,,
Constantine,2/3/2006,11,,
Constantine_I,2/21/2005,11,,
Constantine_II_of_Scotland,4/8/2006,11,,
Constantine_I_of_Scotland,12/28/2007,11,,
Constantine_Kanaris,5/2/2003,13,,
Constantinople,9/21/2005,16,,
Constantius_II,11/25/2006,10,,
Constellation,10/30/2006,13,,
Constitution,6/17/2005,13,,
Constitutional_monarchy,11/6/2004,10,,
Constitution_of_Canada,12/6/2004,10,,
Constructed_language,11/18/2004,27,,
Constructible_number,11/10/2004,15,,
Consul,10/23/2006,11,,
Content-control_software,6/3/2006,15,,
Continent,12/17/2005,16,,
Continental_drift,11/10/2002,12,,
Continental_Europe,12/24/2007,11,,
Continuation_War,6/6/2006,10,,
Continuity_Irish_Republican_Army,8/5/2005,16,,
Continuous_function,6/8/2003,14,,
Contract,6/16/2005,12,,
Contract_bridge,10/13/2004,10,,
Contras,2/11/2006,13,,
Contra_dance,5/28/2005,11,,
Controlled_Substances_Act,11/10/2004,29,,
Control_theory,2/12/2007,12,,
Control_unit,9/11/2006,15,,
Controversial_book,1/14/2002,22,,
Controversial_books,1/14/2002,12,,
Convection,6/19/2002,11,,
Convention_on_Psychotropic_Substances,4/25/2005,19,,
Conversion_of_units,9/26/2004,16,,
Conversion_Table:cm-inches,12/23/2002,15,,
Conversion_therapy,5/8/2003,14,,
Convex_uniform_honeycomb,5/14/2006,17,,
Convolution,7/4/2007,11,,
Cookie,2/15/2006,15,,
Cooking,7/27/2003,11,,
Cook_Islands,5/19/2005,12,,
Copenhagen,4/11/2005,12,,
Copenhagen_interpretation,5/30/2002,14,,
Copernicus_and_coin_reform,8/4/2002,21,,
Coprophagia,5/29/2007,11,,
Coptic_Orthodox_Church_of_Alexandria,1/26/2005,17,,
Copula,11/28/2006,18,,
Copyleft,7/28/2004,21,,
Copyright,5/9/2004,17,,
Copyright_infringement_of_software,4/11/2003,10,,
Coral_Sea_Islands,3/11/2005,11,,
Cordwainer_Smith,7/31/2007,11,,
Corinth,5/13/2005,12,,
Coriolis_effect,1/16/2002,12,,
Cornish_language,8/5/2004,10,,
Cornwall,6/12/2004,13,,
Corn_(disambiguation),3/2/2006,10,,
Corona,1/27/2007,21,,
Coronary_heart_disease,1/13/2006,13,,
Coronation_Street,6/6/2005,21,,
Corporate_title,11/20/2007,19,,
Corporation,11/21/2004,11,,
Corporatism,10/28/2006,13,,
Cortes,1/6/2007,10,,
Corundum,3/12/2004,14,,
Cosmic_inflation,10/6/2006,12,,
Cosmic_microwave_background_radiation,1/8/2004,26,,
Cosmological_argument,3/12/2006,22,,
Costa_Rica,11/17/2003,11,,
Costume,4/24/2006,17,,
Cotswolds,7/31/2006,12,,
Cottingley_Fairies,6/13/2007,12,,
Cotton_Mather,9/26/2006,11,,
Council_of_Constance,7/23/2007,11,,
Council_of_Europe,11/18/2003,12,,
Council_of_Trent,3/28/2007,12,,
Counter-Strike,11/10/2004,12,,
Counterpoint,7/5/2006,12,,
Country,6/25/2006,18,,
Country_code,12/20/2001,16,,
Country_music,4/29/2003,10,,
County_Dublin,2/20/2005,13,,
County_Fermanagh,2/7/2007,13,,
County_Mayo,10/9/2007,34,,
County_town,10/2/2006,11,,
Coup_d',4/3/2003,11,,
Courtney_Love,5/29/2005,12,,
Couscous,10/13/2006,12,,
Covalent_bond,7/12/2006,13,,
Covina,12/4/2002,_California,16,
Cowboy_Bebop,12/24/2005,10,,
Cow_tipping,10/3/2002,10,,
Coyote,4/4/2007,14,,
CPAN,9/23/2007,17,,
Cr,1/18/2003,10,,
Cracker,2/14/2006,17,,
Cracking,9/27/2006,19,,
Craig_Charles,6/20/2006,13,,
Craig_Venter,6/8/2007,15,,
Crankshaft,4/12/2003,10,,
Craps,3/18/2006,18,,
Crash_(1973_novel),4/17/2005,11,,
Craven_Cottage,10/8/2006,14,,
Cream,1/18/2006,13,,
Creation,4/24/2007,24,,
Creationism,7/16/2003,14,,
Creation_myth,11/14/2002,16,,
Creation_Myths,12/3/2001,10,,
Creation_science,2/27/2005,12,,
Creed,4/3/2004,12,,
CRESU_experiment,7/25/2006,10,,
Cretaceous,11/7/2004,11,,
Crete,11/29/2004,31,,
Cretinism,12/11/2005,16,,
Creutzfeldt-Jakob_disease,2/1/2006,53,,
Cricket,9/19/2004,33,,
Cricket_World_Cup,7/19/2005,12,,
Crime,10/12/2005,15,,
Criminal_organization,11/8/2006,10,,
Criminology,6/9/2006,11,,
Croatia,8/8/2003,10,,
Crokinole,11/25/2007,17,,
Cronus,1/9/2004,17,,
Crony_capitalism,2/26/2004,10,,
Crookes_radiometer,11/20/2005,16,,
Cross,8/31/2005,13,,
Cross-country_skiing,12/21/2007,11,,
Cross-dressing,10/11/2004,15,,
Crossbow,3/22/2006,16,,
Crouching_Tiger,3/5/2006,_Hidden_Dragon,16,
Crowded_House,4/27/2007,25,,
Crucifix,2/5/2007,31,,
Crucifixion,11/25/2004,10,,
Cruise_missile,8/28/2007,15,,
Cruising_(maritime),11/16/2002,19,,
Cryogenics,5/1/2003,24,,
Cryonics,3/18/2006,11,,
Cryptanalysis,6/14/2004,12,,
Cryptography,11/14/2003,10,,
Cryptology,5/21/2003,27,,
Cryptozoology,3/26/2004,12,,
Crystal,8/15/2006,13,,
Crystallographic_defect,3/3/2007,13,,
Crystallography,5/9/2003,11,,
CSS_(disambiguation),9/22/2006,11,,
CSS_Virginia,11/16/2004,11,,
Cthulhu_Mythos,7/13/2003,11,,
Cuban_Missile_Crisis,10/21/2003,13,,
Cube,9/3/2005,20,,
Cue_sports,1/21/2004,10,,
Cuisine,6/9/2006,10,,
Cuisine_of_Argentina,8/4/2005,42,,
Cuisine_of_the_United_States,2/16/2007,11,,
Cultural_imperialism,5/7/2006,17,,
Culture,11/27/2004,23,,
Culture_of_Canada,12/26/2005,10,,
Cult_film,4/11/2006,10,,
Cumulative_distribution_function,11/8/2006,10,,
Cupid,2/9/2007,10,,
Curl,5/23/2007,11,,
Curling,2/8/2005,11,,
Currency,11/22/2004,19,,
Curry,6/16/2003,10,,
Curtiss_P-40,11/10/2005,10,,
Customer_relationship_management,2/1/2007,10,,
Cuttlefish,5/24/2006,33,,
Cyan,9/30/2006,15,,
Cyanide,5/24/2005,10,,
Cybernetics,5/14/2006,10,,
Cyborg,10/31/2005,14,,
Cyborgs_in_fiction,12/24/2005,10,,
Cycling,3/8/2007,10,,
Cypress_Hill,12/15/2005,12,,
Cyprus,11/9/2003,10,,
Cyrillic_alphabet,10/14/2004,20,,
Cyril_of_Alexandria,7/12/2006,11,,
Cyrus_(disambiguation),11/17/2007,14,,
Cyrus_II_of_Persia,5/22/2005,10,,
Cytoplasm,10/19/2005,13,,
Cy_Young,5/5/2006,11,,
Cy_Young_Award,11/15/2006,14,,
Czechoslovakia,1/5/2004,13,,
Czech_language,6/27/2006,10,,
Czech_Republic,5/5/2003,13,,
C_(programming_language),8/16/2002,11,,
D,8/13/2006,12,,
D._B._Cooper,11/25/2004,14,,
Dachau,4/27/2007,11,,
Dachshund,7/6/2006,13,,
Dactylic_hexameter,8/18/2007,13,,
Dad's_Army,9/22/2002,17,,
Dada,6/7/2005,13,,
Dakar_Rally,1/5/2008,63,,
Dalai_Lama,6/2/2004,11,,
Dalek,7/9/2004,13,,
Dale_Earnhardt,3/27/2006,11,,
Dalhousie_University,4/28/2005,11,,
Dallas_Cowboys,12/4/2005,11,,
Damages,1/26/2007,12,,
Damascus,6/22/2005,11,,
Damascus_steel,11/17/2006,10,,
Dan,11/16/2007,10,,
Dana_Plato,6/3/2006,17,,
Dance,10/2/2006,11,,
Dance_Dance_Revolution,1/12/2005,12,,
Dandelion,6/15/2002,10,,
Dandy,5/4/2004,10,,
Daniel,10/28/2005,13,,
Daniel_Defoe,12/21/2006,15,,
Daniel_Dennett,4/29/2007,10,,
Daniel_Ortega,11/6/2006,22,,
Danish_language,8/3/2005,10,,
Danny_Elfman,11/25/2006,12,,
Dante_Alighieri,2/24/2006,12,,
Dante_Gabriel_Rossetti,3/22/2003,14,,
Danube,2/14/2007,19,,
Danzig,4/3/2004,11,,
Dan_Quayle,3/23/2006,32,,
Dao,2/4/2005,10,,
Daredevil_(Marvel_Comics),9/23/2005,15,,
Darius_III_of_Persia,9/19/2004,10,,
Dark_matter,10/10/2005,12,,
Dark_Star,3/3/2007,13,,
Dartmoor,1/10/2005,10,,
Dartmouth,5/17/2006,_Devon,10,
Dartmouth_College,8/24/2004,23,,
Darwin,2/13/2007,10,,
Darwin,4/14/2005,_Northern_Territory,17,
Darwinism,12/2/2005,16,,
Darwin_Awards,11/11/2003,10,,
Dar_es_Salaam,12/26/2006,12,,
Dasyproctidae,4/6/2004,14,,
Database,9/13/2005,10,,
Database_management_system,12/13/2004,11,,
Database_normalization,3/13/2005,15,,
Data_compression,12/5/2006,12,,
Data_Encryption_Standard,7/17/2004,14,,
Data_warehouse,9/17/2006,16,,
Dative_case,6/21/2005,11,,
Datsun,5/10/2007,38,,
Davenport,5/20/2005,_Iowa,15,
Dave_Barry,2/2/2003,13,,
Dave_Grohl,10/19/2005,12,,
Dave_Winer,10/26/2003,14,,
