,,,AmericanSamoa ,2001-01-19T01:12:51Z ,ip:office.bomis.com ,ip:office.bomis.com ,*  ,1
 because it is inherently P-O-V to say that these odd games are somehow more notable than the rest  •1,,,Atari_2600 ,2007-11-13T21:29:11Z ,Tokchief ,5807944 ,IMHO the section should not be here at all,
,,,Atari_2600 ,2007-11-13T21:42:34Z ,Wgungfu ,294569 ,Put back referenced material.  ,1
,,,Atari_2600 ,2007-11-13T21:45:51Z ,Wgungfu ,294569 ,/* Notable Games */ Put in prose format as requested.  ,1
 and the reference for this section details this information for us anyway.  •1,,,Atari_2600 ,2007-11-13T21:48:28Z ,KieferSkunk ,591873 ,/* Color palette */ Removing color-palette tables - this is not encyclopedic information,
,,,Atari_2600 ,2007-11-13T22:00:21Z ,KieferSkunk ,591873 ,/* Notable Games */ Rewriting to provide more context. Also removing less notable titles within the section - we really only need the most stand-out titles here. This section still needs work.  ,1
,,,Atari_2600 ,2007-11-13T22:06:26Z ,Wgungfu ,294569 ,/* Notable Games */ adding one word  ,1
,,,Atari_2600 ,2007-11-13T23:05:43Z ,SmackBot ,433328 ,Date/fix the maintenance tags or gen fixes using [[Project:AutoWikiBrowser|AWB]]  ,1
,,,Albinism ,2006-12-08T03:13:08Z ,SMcCandlish ,378390 ,NPOV edits (no material removed; just reworded a little.)  ,1
,,,Albinism ,2006-12-08T03:14:17Z ,SMcCandlish ,378390 ,/* Culture */ Italicized foreign words.  ,1
,,,Albinism ,2006-12-08T03:17:03Z ,SMcCandlish ,378390 ,NPOV language edits.  ,1
,,,Albinism ,2006-12-08T03:18:37Z ,SMcCandlish ,378390 ,Flagged a contrarian assertion of scientific fact as needed a citation.  ,1
,,,Albinism ,2006-12-08T04:21:00Z ,SMcCandlish ,378390 ,Refactored intro to read with better logical flow; new section header to reduce large size of intro; typo fixes; scientific content made consistent; no facts added/removed; wikilink fixes; NPOV fixes.  ,1
,,,Albinism ,2006-12-08T04:52:32Z ,SMcCandlish ,378390 ,"/* In popular culture */ Added item; ""Smells Like Teen Spirit"" by Nirvana.  ",1
,,,Albinism ,2006-12-08T04:53:25Z ,SMcCandlish ,378390 ,/* See also */ removed a redlink.  ,1
,,,Albinism ,2006-12-08T04:55:27Z ,SMcCandlish ,378390 ,Cleaned up image caption.  ,1
,,,Albinism ,2006-12-08T05:08:37Z ,SMcCandlish ,378390 ,"Swapped more-specific info in introduction and less-specific info in ""Cause"" section; added wikilink; wording cleanup.  ",1
 just people.  •1,,,Albinism ,2006-12-08T05:10:33Z ,SMcCandlish ,378390 ,"Clarity edit; ""albino"" is not usually considered offensive when used in reference to animals",
,,,Albinism ,2006-12-08T05:28:29Z ,SMcCandlish ,378390 ,Redundant language fix.  ,1
,,,Albinism ,2006-12-08T05:37:39Z ,SMcCandlish ,378390 ,Added some medical terms; more general cleanup of introduction content.  ,1
 from info at eMedicine.  •1,,,Albinism ,2006-12-08T05:56:15Z ,SMcCandlish ,378390 ,/* Types of albinism */ Typo fix; more medical terms; added more types of albinism,
,,,Albinism ,2006-12-08T05:56:44Z ,SMcCandlish ,378390 ,/* Types of albinism */ Typo fix.  ,1
,,,Albinism ,2006-12-08T06:03:10Z ,SMcCandlish ,378390 ,/* Types of albinism */ Factual corrections to language of this section's intro. Text twiddles.  ,1
,,,Albinism ,2006-12-08T06:08:47Z ,SMcCandlish ,378390 ,Moved picture. Text twiddles.  ,1
,,,Albinism ,2006-12-08T06:40:30Z ,BiggKwell ,717046 , ,1
,,,Albinism ,2006-12-08T07:11:19Z ,SMcCandlish ,378390 ,"/* Types of albinism */ Added variants of GS; clarified and expanded those of OA; added variant of OCA3; added rare forms; added the ""incest"" issue (in response to Talk page topic a while back).  ",1
,,,Albinism ,2006-12-08T07:24:39Z ,SMcCandlish ,378390 ,"/* Types of albinism */ Replaced all but the first incredibly long ""OMIM"" reference citation template with my new more concise ""OMIM3"" template.  ",1
,,,Albinism ,2006-12-08T07:36:00Z ,SMcCandlish ,378390 ,/* Types of albinism */ Typo fix.  ,1
,,,Albinism ,2006-12-08T07:41:45Z ,SMcCandlish ,378390 ,/* Types of albinism */ New cited fact about OCA4's distribution. Typo fix.  ,1
,,,Albinism ,2006-12-08T07:50:53Z ,SMcCandlish ,378390 ,/* Types of albinism */ Fixed broken link.  ,1
,,,Albinism ,2006-12-08T08:41:05Z ,SMcCandlish ,378390 ,/* Types of albinism */ Added more source-cited facts.  ,1
 including a factual correction to original ariticle text, and another variant, GS3.  •1,Albinism ,2006-12-08T09:13:27Z ,SMcCandlish ,378390 ,/* Types of albinism */ More sourced facts,
,,,Albinism ,2006-12-08T09:15:36Z ,SMcCandlish ,378390 ,/* Cause */ Correction; typo fix.  ,1
,,,Albinism ,2006-12-08T09:17:37Z ,DH85868993 ,2824367 ,/* Types of albinism */ spelling:similiar-->similar  ,1
,,,Albinism ,2006-12-08T09:41:24Z ,SMcCandlish ,378390 ,"General rearrangent of ""Causes"" section and text from top of ""Types of albinism"" section; should read a lot more fluidly now. Added a few things (sourced).  ",1
 added an alternative term).  •1,,,Albinism ,2006-12-08T09:45:41Z ,SMcCandlish ,378390 ,Improved intro (removed a redundancy,
 less med-geek version of the term.  •1,,,Albinism ,2006-12-08T09:46:57Z ,SMcCandlish ,378390 ,Used more common,
,,,Albinism ,2006-12-08T09:53:47Z ,SMcCandlish ,378390 ,/* Cause */ Wikilink fixing; mythbusting.  ,1
,,,Albinism ,2006-12-08T09:54:32Z ,SMcCandlish ,378390 ,/* Cause */ Vagueness fix.  ,1
,,,Albinism ,2006-12-08T09:55:07Z ,SMcCandlish ,378390 ,/* Cause */ Wikilink fix.  ,1
,,,Albinism ,2006-12-08T09:56:11Z ,SMcCandlish ,378390 ,Wording fix; albinism is a disorder not a disease the way those two words are used by the general public.  ,1
,,,Albinism ,2006-12-08T09:57:00Z ,SMcCandlish ,378390 ,Wikilink fixes.  ,1
,,,Albinism ,2006-12-08T09:58:06Z ,SMcCandlish ,378390 ,/* Cause */ Wording twiddle.  ,1
,,,Albinism ,2006-12-08T09:58:49Z ,SMcCandlish ,378390 ,/* Cause */ Briticism fix (rest of article uses American English).  ,1
 eyes and the sun are.  •1,,,Albinism ,2006-12-08T09:59:49Z ,SMcCandlish ,378390 ,/* Cause */ Removing silly wikilinks; everyone already knows what skin,
,,,Albinism ,2006-12-08T10:04:57Z ,SMcCandlish ,378390 ,NPOV edit; text twiddles.  ,1
,,,Albinism ,2006-12-08T10:10:06Z ,SMcCandlish ,378390 ,Another consolidation & logic-flow edit.  ,1
,,,Albinism ,2006-12-08T19:52:54Z ,Lizrael ,2422325 ,[[ku:Alb√Æn√Æzm]]  ,1
,,,Albinism ,2006-12-08T22:51:32Z ,ip:69.4.116.162 ,ip:69.4.116.162 , ,1
,,,Albinism ,2006-12-08T22:59:20Z ,VirtualDelight ,2321532 ,Reverted edits by [[Special:Contributions/69.4.116.162|69.4.116.162]] to last version by Lizrael  ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T00:20:40Z ,ip:61.151.228.205 ,ip:61.151.228.205 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T00:21:56Z ,ip:61.151.228.205 ,ip:61.151.228.205 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T00:22:27Z ,ip:61.151.228.205 ,ip:61.151.228.205 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T00:22:48Z ,ip:61.151.228.205 ,ip:61.151.228.205 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:13:13Z ,ip:193.251.48.107 ,ip:193.251.48.107 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:14:35Z ,ip:193.251.48.107 ,ip:193.251.48.107 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:17:33Z ,ip:217.168.172.202 ,ip:217.168.172.202 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:26:16Z ,Robert_Merkel ,68 ,mention the famous Tanenbaum-Torvalds flamewar  ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:30:47Z ,Jeronimo ,108 ,add link to debate  ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:33:21Z ,Serge_Stinckwich ,895 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:34:54Z ,Serge_Stinckwich ,895 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:36:11Z ,Serge_Stinckwich ,895 , ,1
,,,Andrew_S._Tanenbaum ,2002-08-07T01:36:41Z ,Serge_Stinckwich ,895 , ,1
 moving external links from text  •1,,,Andrew_S._Tanenbaum ,2002-08-07T01:42:21Z ,Jeronimo ,108 ,fixing ISBN links,
,,,Argument_from_evolution ,2006-02-12T01:39:04Z ,JoshuaZ ,799863 ,added space.  ,1
,,,Argument_from_evolution ,2006-02-12T02:44:10Z ,ip:65.33.150.79 ,ip:65.33.150.79 ,added links  ,1
,,,Argument_from_evolution ,2006-02-12T04:08:11Z ,ip:24.152.169.237 ,ip:24.152.169.237 ,/* Conclusion from evolutionary arguments */  ,1
 as evolution claims, is slim, if not impossible */  •1,Argument_from_evolution ,2006-02-12T04:11:05Z ,ip:24.152.169.237 ,ip:24.152.169.237 ,/* The chances of complex organisms emerging from random chance,
,,,Argument_from_evolution ,2006-02-12T04:16:46Z ,ip:24.152.169.237 ,ip:24.152.169.237 , ,1
,,,Argument_from_evolution ,2006-02-12T04:20:37Z ,ip:24.152.169.237 ,ip:24.152.169.237 ,/* Intelligent Design is Not Science */  ,1
,,,Argument_from_evolution ,2006-02-12T04:21:09Z ,ip:24.152.169.237 ,ip:24.152.169.237 , ,1
,,,Argument_from_evolution ,2006-02-12T04:22:48Z ,ip:24.152.169.237 ,ip:24.152.169.237 ,/* Evolution has not been proven */  ,1
,,,Argument_from_evolution ,2006-02-12T10:39:21Z ,Duncharris ,47291 ,Reverted edits by [[Special:Contributions/24.152.169.237|24.152.169.237]] ([[User talk:24.152.169.237|talk]]) to last version by 65.33.150.79  ,1
,,,Argument_from_evolution ,2006-02-12T12:55:59Z ,Jim62sch ,461764 ,fix link  ,1
,,,Argument_from_evolution ,2006-02-12T13:15:45Z ,Jim62sch ,461764 ,grammar; add data from ID article; copyedit; spell check  ,1
,,,Argument_from_evolution ,2006-02-12T13:21:45Z ,Jim62sch ,461764 ,/* Overview */ corrected first paragraph; I nee to ponder on the second before correcting/rewriting it/added foot note  ,1
,,,Argument_from_evolution ,2006-02-12T13:23:07Z ,Jim62sch ,461764 ,/* Notes */ add section/add note  ,1
 2nd para/add footnote -- still need to fix 2nd sent and add court decision  •1,,,Argument_from_evolution ,2006-02-12T13:34:02Z ,Jim62sch ,461764 ,/* Overview */ fixed first sentence,
,,,Argument_from_evolution ,2006-02-12T13:36:28Z ,Jim62sch ,461764 ,/* Notes */ added note  ,1
,,,Argument_from_evolution ,2006-02-12T13:51:40Z ,Jim62sch ,461764 ,/* Overview */ rewrite of P2S2/add ref/add wiki links/spell check  ,1
,,,Argument_from_evolution ,2006-02-12T13:52:55Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T13:53:15Z ,Jim62sch ,461764 ,/* Notes */  ,1
,,,Argument_from_evolution ,2006-02-12T13:54:09Z ,Jim62sch ,461764 ,/* Notes */ fix link (I hope)  ,1
,,,Argument_from_evolution ,2006-02-12T14:02:00Z ,Jim62sch ,461764 ,copyedit/grammar 1st sentence  ,1
,,,Argument_from_evolution ,2006-02-12T14:05:33Z ,Jim62sch ,461764 ,"copyedit/grammar/rem ""accuse"" as POV  ",1
,,,Argument_from_evolution ,2006-02-12T14:10:27Z ,Bobby1011 ,278977 ,refer to talk page  ,1
,,,Argument_from_evolution ,2006-02-12T14:12:45Z ,Bobby1011 ,278977 ,/* There are no transitional fossils */  ,1
,,,Argument_from_evolution ,2006-02-12T14:14:15Z ,Bobby1011 ,278977 ,NPOV tag. Refer to talk page.  ,1
,,,Argument_from_evolution ,2006-02-12T14:21:34Z ,Jim62sch ,461764 ,/* Intelligent Design is Not Science */ fix first para/add ref/grammar and spellcheck  ,1
,,,Argument_from_evolution ,2006-02-12T14:24:02Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T14:35:09Z ,Jim62sch ,461764 ,/* Notes */ fix link  ,1
,,,Argument_from_evolution ,2006-02-12T15:01:44Z ,Jim62sch ,461764 ,grammar  ,1
 but ya need to take out the comma too. :)  •1,,,Argument_from_evolution ,2006-02-12T15:03:14Z ,Jim62sch ,461764 ,"rem of ""especially in America"" was fine",
 need to workj out a way arround the rhetorical question, and the answer needs to be rephrased  •1,,Argument_from_evolution ,2006-02-12T15:06:28Z ,Jim62sch ,461764 ,/* Intelligent Design is Not Science */ 2 fixes,
,,,Argument_from_evolution ,2006-02-12T15:18:48Z ,ip:152.163.100.136 ,ip:152.163.100.136 , ,1
,,,Argument_from_evolution ,2006-02-12T15:20:25Z ,KillerChihuahua ,82889 ,Reverted edits by [[Special:Contributions/152.163.100.136|152.163.100.136]] ([[User talk:152.163.100.136|talk]]) to last version by Jim62sch  ,1
,,,Argument_from_evolution ,2006-02-12T15:21:24Z ,KillerChihuahua ,82889 ,/* Notes */ change case to fix CAT links  ,1
,,,Argument_from_evolution ,2006-02-12T15:22:53Z ,Jim62sch ,461764 ,/* Intelligent Design is Not Science */ significant reworking of second para/grammar/spellcheck  ,1
,,,Argument_from_evolution ,2006-02-12T15:44:28Z ,Jim62sch ,461764 ,"/* The Common and Scientific Definitions for ""Theory"" Differ */ fixed (sort of) 1st 2 sentences  ",1
 Just in Different Ways */ fixed spelling in title -- this likely needs a new title  •1,,,Argument_from_evolution ,2006-02-12T17:30:19Z ,Jim62sch ,461764 ,/* Applied Evolutionary Theory as Well as ID are Benneficial,
 add links  •1,,,Argument_from_evolution ,2006-02-12T17:39:19Z ,Jim62sch ,461764 ,"/* The Common and Scientific Definitions for ""Theory"" Differ */ grammar",
" fix spelling for links ""yeach"" is not a word.  •1",,,Argument_from_evolution ,2006-02-12T17:40:00Z ,Jim62sch ,461764 ,"/* The Common and Scientific Definitions for ""Theory"" Differ */ oy",
 Just in Different Ways */ Removing unsourced, original research editorial musings. WP is not a blog.  •1,,Argument_from_evolution ,2006-02-12T18:09:51Z ,KillerChihuahua ,82889 ,/* Applied Evolutionary Theory as Well as ID are Beneficial,
,,,Argument_from_evolution ,2006-02-12T18:10:05Z ,Jim62sch ,461764 ,"/* The Definitions of ""Theory"" */ change title/ rewrite/add refs/spellcheck  ",1
,,,Argument_from_evolution ,2006-02-12T18:11:36Z ,FeloniousMonk ,44964 ,#NAME?,1
,,,Argument_from_evolution ,2006-02-12T18:13:07Z ,Jim62sch ,461764 ,/* Notes */ add notes  ,1
,,,Argument_from_evolution ,2006-02-12T18:34:31Z ,Jim62sch ,461764 ,add ref  ,1
,,,Argument_from_evolution ,2006-02-12T18:35:18Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T18:37:34Z ,Jim62sch ,461764 ,rewrite last para (still need ref)  ,1
,,,Argument_from_evolution ,2006-02-12T18:38:49Z ,Jim62sch ,461764 ,add ref  ,1
,,,Argument_from_evolution ,2006-02-12T18:39:38Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T18:50:00Z ,Jim62sch ,461764 ,add ref  ,1
,,,Argument_from_evolution ,2006-02-12T18:50:50Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T18:53:09Z ,Jim62sch ,461764 ,small rewrite/add ref  ,1
,,,Argument_from_evolution ,2006-02-12T18:54:15Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T18:54:46Z ,Jim62sch ,461764 ,/* Notes */ fix link  ,1
,,,Argument_from_evolution ,2006-02-12T19:03:55Z ,Jim62sch ,461764 ,add ref  ,1
,,,Argument_from_evolution ,2006-02-12T19:04:42Z ,Jim62sch ,461764 ,/* Notes */ add ref  ,1
,,,Argument_from_evolution ,2006-02-12T19:08:01Z ,Jim62sch ,461764 ,add ref  ,1
,,,Argument_from_evolution ,2006-02-12T19:08:41Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T19:12:09Z ,Jim62sch ,461764 ,/* Intelligent Design is Not Science */ add ref  ,1
,,,Argument_from_evolution ,2006-02-12T19:15:35Z ,Jim62sch ,461764 ,??  ,1
,,,Argument_from_evolution ,2006-02-12T19:16:07Z ,Jim62sch ,461764 ,/* Notes */ fix link  ,1
,,,Argument_from_evolution ,2006-02-12T19:39:53Z ,Jim62sch ,461764 ,/* Intelligent Design is Not Science */ add refs  ,1
 italicize article titles  •1,,,Argument_from_evolution ,2006-02-12T19:43:27Z ,Jim62sch ,461764 ,/* Notes */ add notes,
,,,Argument_from_evolution ,2006-02-12T19:45:25Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" */ rewrite  ",1
,,,Argument_from_evolution ,2006-02-12T19:50:02Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" */ add ref  ",1
,,,Argument_from_evolution ,2006-02-12T20:16:53Z ,Jim62sch ,461764 ,/* Evolutionary Arguments Against Intelligent Design */ rem word common  ,1
,,,Argument_from_evolution ,2006-02-12T20:28:29Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" and ""Evolution"" */ change title/add info/add refs/grammar/spellcheck  ",1
,,,Argument_from_evolution ,2006-02-12T20:30:41Z ,Bobby1011 ,278977 ,/* Overview */  ,1
,,,Argument_from_evolution ,2006-02-12T20:31:12Z ,Jim62sch ,461764 ,/* Notes */  ,1
,,,Argument_from_evolution ,2006-02-12T20:33:33Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T20:37:49Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" and ""Evolution"" */ add word  ",1
,,,Argument_from_evolution ,2006-02-12T20:38:58Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" and ""Evolution"" */ add wiki link  ",1
,,,Argument_from_evolution ,2006-02-12T20:39:50Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" and ""Evolution"" */ fmt  ",1
,,,Argument_from_evolution ,2006-02-12T20:42:10Z ,Jim62sch ,461764 ,"/* The Definition of ""Theory"" and ""Evolution"" */ add wiki links  ",1
,,,Argument_from_evolution ,2006-02-12T20:59:33Z ,Jim62sch ,461764 ,/* Evolution has never been observed */ added info/refs  ,1
,,,Argument_from_evolution ,2006-02-12T21:02:35Z ,Jim62sch ,461764 ,/* Notes */ added notes  ,1
,,,Argument_from_evolution ,2006-02-12T21:03:42Z ,Jim62sch ,461764 ,/* Evolution violates the Second Law of Thermodynamics*/ section change  ,1
 footnotes  •1,,,Argument_from_evolution ,2006-02-12T21:10:40Z ,Jim62sch ,461764 ,/* Evolution violates the Second Law of Thermodynamics */ add info,
,,,Argument_from_evolution ,2006-02-12T21:11:40Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T21:13:20Z ,Jim62sch ,461764 ,/* Evolution violates the Second Law of Thermodynamics */ add ref  ,1
,,,Argument_from_evolution ,2006-02-12T21:15:12Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T21:16:07Z ,Jim62sch ,461764 ,/* Notes */ add ISBN  ,1
 links and refs  •1,,,Argument_from_evolution ,2006-02-12T23:04:28Z ,Jim62sch ,461764 ,/* There are no transitional fossils */ added info,
,,,Argument_from_evolution ,2006-02-12T23:07:44Z ,Jim62sch ,461764 ,/* Notes */ add notes  ,1
,,,Argument_from_evolution ,2006-02-12T23:08:41Z ,Jim62sch ,461764 ,/* random chance*/ shorten title  ,1
,,,Argument_from_evolution ,2006-02-12T23:28:03Z ,Jim62sch ,461764 ,/* Random chance */ added info and ref  ,1
,,,Argument_from_evolution ,2006-02-12T23:29:03Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T23:42:23Z ,Jim62sch ,461764 ,/* Many scientists view Intelligent Design as a viable scientific theory */add ref and info  ,1
,,,Argument_from_evolution ,2006-02-12T23:43:21Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T23:44:37Z ,Jim62sch ,461764 ,/* Many scientists view Intelligent Design as a viable scientific theory */  ,1
,,,Argument_from_evolution ,2006-02-12T23:46:11Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T23:46:29Z ,Jim62sch ,461764 ,/* Notes */  ,1
,,,Argument_from_evolution ,2006-02-12T23:47:55Z ,Jim62sch ,461764 ,/* Many scientists view Intelligent Design as a viable scientific theory */ add ref  ,1
,,,Argument_from_evolution ,2006-02-12T23:48:56Z ,Jim62sch ,461764 ,/* Notes */ add note  ,1
,,,Argument_from_evolution ,2006-02-12T23:58:24Z ,Jim62sch ,461764 ,/* Many scientists view Intelligent Design as a viable scientific theory */add AAAS statement  ,1
,,,Argument_from_evolution ,2006-02-12T23:59:39Z ,Jim62sch ,461764 ,/* Many scientists view Intelligent Design as a viable scientific theory */fix  ,1
,,,Berlin ,2006-04-02T01:26:56Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T01:33:31Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T01:36:52Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T01:49:48Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T01:51:06Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T02:04:04Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T02:39:07Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T02:41:37Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T03:23:17Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T03:38:31Z ,ip:84.189.114.186 ,ip:84.189.114.186 , ,1
,,,Berlin ,2006-04-02T08:23:02Z ,ip:83.233.59.101 ,ip:83.233.59.101 ,/* Sports */  ,1
,,,Berlin ,2006-04-02T08:50:39Z ,Jared_Preston ,262550 ,minor clean-up  ,1
,,,Berlin ,2006-04-02T08:53:15Z ,Angr ,157842 ,/* History */ don't use superlative when there are only two being compared  ,1
,,,Berlin ,2006-04-02T12:27:19Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:31:19Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:33:06Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:33:57Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:34:41Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:36:39Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:37:37Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:49:22Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T12:50:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:24:06Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:24:50Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:25:34Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:26:07Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:26:42Z ,Angr ,157842 ,/* Berlin's boroughs and localities */ link [[Kiez]]  ,1
,,,Berlin ,2006-04-02T13:26:43Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:29:57Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:40:01Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:45:00Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T13:47:18Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:09:25Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:11:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:14:57Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:16:01Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:17:16Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:20:22Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:21:09Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:41:38Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:58:15Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T14:59:43Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T15:03:21Z ,Johnnyw ,229333 ,Revert to revision 46600329 using [[:en:Wikipedia:Tools/Navigation_popups|popups]]  ,1
,,,Berlin ,2006-04-02T15:12:59Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
 changed background color from coat of arms etc back to white  •1,,,Berlin ,2006-04-02T15:16:34Z ,Johnnyw ,229333 ,"removed extra ""|""",
" but ""consist of""  •1",,,Berlin ,2006-04-02T15:19:26Z ,Johnnyw ,229333 ,"/* Berlin's boroughs and localities */ localilities are not ""subdivided"" into neighbourhoods",
,,,Berlin ,2006-04-02T15:35:48Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T15:42:58Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T16:17:18Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T16:26:47Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T16:33:55Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T16:35:32Z ,Fredil_Yupigo ,935274 , ,1
,,,Berlin ,2006-04-02T16:40:29Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T16:58:27Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T17:10:42Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T17:21:44Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
,,,Berlin ,2006-04-02T17:26:17Z ,ip:84.189.102.37 ,ip:84.189.102.37 ,there is no translation for Linkspartei necessary  ,1
,,,Berlin ,2006-04-02T17:30:31Z ,ip:84.189.102.37 ,ip:84.189.102.37 , ,1
